user_id,post_id,title,body,title_translated,body_translated,title_length,body_length
9,81,tempora rem veritatis voluptas quo dolores vero,"facere qui nesciunt est voluptatum voluptatem nisi
sequi eligendi necessitatibus ea at rerum itaque
harum non ratione velit laboriosam quis consequuntur
ex officiis minima doloremque voluptas ut aut","the times are pleasures of the truth, whereas sorrows are truths","what they do not know is the pleasure of pleasures
to follow the necessity of choosing them, and therefore of things
no one wants to achieve these laborious reasons
or the least pain and pleasure from duties",47,198
9,82,laudantium voluptate suscipit sunt enim enim,"ut libero sit aut totam inventore sunt
porro sint qui sunt molestiae
consequatur cupiditate qui iste ducimus adipisci
dolor enim assumenda soluta laboriosam amet iste delectus hic",for they are received with pleasure by those who praise them,"to be free or to find the whole
let them be those who are trouble
the result is the desire to obtain that which we lead
for the burden to be assumed is a laborious task that has been chosen here",44,179
9,83,odit et voluptates doloribus alias odio et,"est molestiae facilis quis tempora numquam nihil qui
voluptate sapiente consequatur est qui
necessitatibus autem aut ipsa aperiam modi dolore numquam
reprehenderit eius rem quibusdam",he hates both pleasures and pains and hates others,"It's easy trouble who times never nothing who
He is the wise man who attains pleasure
But I will never open myself to the needs or to the pain of the kind
some will criticize his business",42,182
9,84,optio ipsam molestias necessitatibus occaecati facilis veritatis dolores aut,"sint molestiae magni a et quos
eaque et quasi
ut rerum debitis similique veniam
recusandae dignissimos dolor incidunt consequatur odio","the choice itself, the troubles of the needs, are darkened by the pains of the easy truth, or","let there be great troubles from and whom
and as it were
I will come to you for debts and the like
to refuse the most deserving sufferers to suffer the consequence of hatred",76,134
9,85,dolore veritatis porro provident adipisci blanditiis et sunt,"similique sed nisi voluptas iusto omnis
mollitia et quo
assumenda suscipit officia magnam sint sed tempora
enim provident pariatur praesentium atque animi amet ratione","with the pain of the truth they further provide for the gain of flattery, and they are","and the like, but unless all pleasure is just
resilience and where
The responsibilities to be assumed are great but the times
for they see to it that the present and the mind are balanced by reason",60,167
9,86,placeat quia et porro iste,"quasi excepturi consequatur iste autem temporibus sed molestiae beatae
et quaerat et esse ut
voluptatem occaecati et vel explicabo autem
asperiores pariatur deserunt optio","please, because this one","as if he were to be saved by the times, but happy trouble
and seek and be that
But I will explain the pleasure of being blinded
the more rugged the desert option",26,171
9,87,nostrum quis quasi placeat,"eos et molestiae
nesciunt ut a
dolores perspiciatis repellendus repellat aliquid
magnam sint rem ipsum est",one of ours seems to please,"them and troubles
they do not know how to
Repulsed by the pains seen, something repels
It is a very important thing",26,106
9,88,sapiente omnis fugit eos,"consequatur omnis est praesentium
ducimus non iste
neque hic deserunt
voluptatibus veniam cum et rerum sed",every one wisely flees from them,"every consequence is present
we lead not this one
nor did they leave here
I will come with pleasures and things but",24,106
9,89,sint soluta et vel magnam aut ut sed qui,"repellat aut aperiam totam temporibus autem et
architecto magnam ut
consequatur qui cupiditate rerum quia soluta dignissimos nihil iure
tempore quas est",be loose and either great or as but who,"I will repulse or open the whole of the times and
as a great architect
Those who desire things, because they are loosed, deserve nothing by right
at the time that it is",40,152
9,90,ad iusto omnis odit dolor voluptatibus,"minus omnis soluta quia
qui sed adipisci voluptates illum ipsam voluptatem
eligendi officia ut in
eos soluta similique molestias praesentium blanditiis","to the just, every pain hates pleasures","because all the less unsolved
but those who obtain pleasures, that very pleasure
to choose the services as in
having solved them and similar troubles by the flattery of those present",38,151
10,91,aut amet sed,"libero voluptate eveniet aperiam sed
sunt placeat suscipit molestias
similique fugit nam natus
expedita consequatur consequatur dolores quia eos et placeat",or it's fun but,"But I will open it with free pleasure
please take the trouble
and the like, for he was born
the result of suffering is expedient because it pleases them",12,155
10,92,ratione ex tenetur perferendis,"aut et excepturi dicta laudantium sint rerum nihil
laudantium et at
a neque minima officia et similique libero et
commodi voluptate qui",on account of the fact that he is obliged to bear,"or that the words of the praisers should be accepted as nothing
praisers and
a nor the smallest duties and the like free and
who",30,135
10,93,beatae soluta recusandae,"dolorem quibusdam ducimus consequuntur dicta aut quo laboriosam
voluptatem quis enim recusandae ut sed sunt
nostrum est odit totam
sit error sed sunt eveniet provident qui nulla",to refuse to be blessed,"We bring pain to some people as a result of what we say or what is laborious
For who can refuse pleasure as they are?
he hates the whole of us
it may be a mistake, but there are those who provide that it will happen",24,177
10,94,qui qui voluptates illo iste minima,"aspernatur expedita soluta quo ab ut similique
expedita dolores amet
sed temporibus distinctio magnam saepe deleniti
omnis facilis nam ipsum natus sint similique omnis",who has the smallest pleasures of that one,"It is asperated by the expedient and the like
ease the pains
but the great distinction of times was often softened
for every one is born easy, and all are like him",35,167
10,95,id minus libero illum nam ad officiis,"earum voluptatem facere provident blanditiis velit laboriosam
pariatur accusamus odio saepe
cumque dolor qui a dicta ab doloribus consequatur omnis
corporis cupiditate eaque assumenda ad nesciunt",that freed him less for his duties,"They provide for their pleasure to make the caress of the laborious
we often accuse him of hatred
and all the sorrows that are said to result from sorrows
they do not know what to do with physical desire",37,195
10,96,quaerat velit veniam amet cupiditate aut numquam ut sequi,"in non odio excepturi sint eum
labore voluptates vitae quia qui et
inventore itaque rerum
veniam non exercitationem delectus aut",He wants to seek forgiveness with eagerness or never to follow,"they are not going to receive him with hatred
with labor the pleasures of life because who and
therefore the inventor of things
I'm sorry I didn't choose the exercise either",57,128
10,97,quas fugiat ut perspiciatis vero provident,"eum non blanditiis soluta porro quibusdam voluptas
vel voluptatem qui placeat dolores qui velit aut
vel inventore aut cumque culpa explicabo aliquid at
perspiciatis est et voluptatem dignissimos dolor itaque sit nam",but they provide that they may be seen to flee,"I did not release him with flattery, but some pleasure
or the pleasure that pleaseth the pains that he wills, or
either by finding out or by any fault I will explain something
For therefore pain is to be understood, and pleasure is more worthy of pleasure",42,215
10,98,laboriosam dolor voluptates,"doloremque ex facilis sit sint culpa
soluta assumenda eligendi non ut eius
sequi ducimus vel quasi
veritatis est dolores",the pleasures of laborious pain,"and let the pain be of easy fault
not to be taken for granted as his choice
we lead to follow or as it were
it is the pains of the truth",27,120
10,99,temporibus sit alias delectus eligendi possimus magni,"quo deleniti praesentium dicta non quod
aut est molestias
molestias et officia quis nihil
itaque dolorem quia",at other times we may be able to choose a great selection,"with which the words of those present were softened, not that
or there is trouble
troubles and responsibilities who nothing
therefore pain because",53,109
10,100,at nam consequatur ea labore ea harum,"cupiditate quo est a modi nesciunt soluta
ipsa voluptas error itaque dicta in
autem qui minus magnam et distinctio eum
accusamus ratione error aut",but in fact it will be achieved by the labor of these people,"by the desire of which it is released by ways they do not know
The pleasure itself is therefore said in error
but he who is less great and distinguished him
We accuse him of error or",37,146
